item_no,week,sold
DP40-STD-20202,13,192
DP40-STD-20202,14,60
DP40-STD-20202,15,0
DP40-STD-20202,16,96
DP40-STD-20202,17,24
DP40-STD-20202,18,200
DP40-STD-20202,19,192
DP40-STD-20202,20,24
DP40-STD-20202,21,48
DP40-STD-20202,22,144
DP40-STD-20202,23,12
DP40-STD-20202,24,96
DP40-STD-20202,25,13
DP40-STD-20202,26,96
DP40-STD-20202,27,48
DP40-STD-20202,28,44
DP40-STD-20202,29,98
DP40-STD-20202,30,156
DP40-STD-20202,31,756
DP40-STD-20202,32,48
DP40-STD-20202,33,46
DP40-STD-20202,34,72
DP40-STD-20202,35,120
DP40-STD-20202,36,0
DP40-STD-20202,37,372
DP40-STD-20202,38,428
DP40-STD-20202,39,0
DP40-STD-20202,40,60
DP40-STD-20202,41,192
DP40-STD-20202,42,160
DP40-STD-20202,43,300
DP40-STD-20202,44,156
DP40-STD-20202,45,120
DP40-STD-20202,46,96
DP40-STD-20202,47,180
DP40-STD-20202,48,156
DP40-STD-20202,49,158
DP40-STD-20202,50,372
DP40-STD-20202,51,225
DP40-STD-20202,52,240
DP40-STD-20202,53,120
DP40-STD-20242,0,92
DP40-STD-20242,1,0
DP40-STD-20242,2,0
DP40-STD-20242,3,0
DP40-STD-20242,4,48
DP40-STD-20242,5,0
DP40-STD-20242,6,0
DP40-STD-20242,7,0
DP40-STD-20242,8,0
DP40-STD-20242,9,60
DP40-STD-20242,10,108
DP40-STD-20242,11,24
DP40-STD-20242,12,116
DP40-STD-20242,13,192
DP40-STD-20242,14,0
DP40-STD-20242,15,0
DP40-STD-20242,16,120
DP40-STD-20242,17,12
DP40-STD-20242,18,12
DP40-STD-20242,19,84
DP40-STD-20242,20,12
DP40-STD-20242,21,0
DP40-STD-20242,22,0
DP40-STD-20242,23,0
DP40-STD-20242,24,0
DP40-STD-20242,25,24
DP40-STD-20242,26,0
DP40-STD-20242,27,36
DP40-STD-20242,28,0
DP40-STD-20242,29,0
DP40-STD-20242,30,0
DP40-STD-20242,31,0
DP40-STD-20242,32,0
DP40-STD-20242,33,0
DP40-STD-20242,34,0
DP40-STD-20242,35,60
DP40-STD-20242,36,14
DP40-STD-20242,37,180
DP40-STD-20242,38,48
DP40-STD-20242,39,0
DP40-STD-20242,40,0
DP40-STD-20242,41,0
DP40-STD-20242,42,24
DP40-STD-20242,43,88
DP40-STD-20242,44,84
DP40-STD-20242,45,0
DP40-STD-20242,46,0
DP40-STD-20242,47,48
DP40-STD-20242,48,0
DP40-STD-20242,49,18
DP40-STD-20242,50,0
DP40-STD-20242,51,0
DP40-STD-20242,52,12
DP40-STD-20242,53,30
DP40-STD-20244,0,18
DP40-STD-20244,1,0
DP40-STD-20244,2,0
DP40-STD-20244,3,0
DP40-STD-20244,4,0
DP40-STD-20244,5,0
DP40-STD-20244,6,0
DP40-STD-20244,7,0
DP40-STD-20244,8,0
DP40-STD-20244,9,0
DP40-STD-20244,10,0
DP40-STD-20244,11,60
DP40-STD-20244,12,0
DP40-STD-20244,13,336
DP40-STD-20244,14,0
DP40-STD-20244,15,0
DP40-STD-20244,16,0
DP40-STD-20244,17,12
DP40-STD-20244,18,0
DP40-STD-20244,19,0
DP40-STD-20244,20,0
DP40-STD-20244,21,0
DP40-STD-20244,22,0
DP40-STD-20244,23,0
DP40-STD-20244,24,0
DP40-STD-20244,25,0
DP40-STD-20244,26,0
DP40-STD-20244,27,0
DP40-STD-20244,28,9
DP40-STD-20244,29,0
DP40-STD-20244,30,0
DP40-STD-20244,31,60
DP40-STD-20244,32,0
DP40-STD-20244,33,0
DP40-STD-20244,34,60
DP40-STD-20244,35,0
DP40-STD-20244,36,0
DP40-STD-20244,37,336
DP40-STD-20244,38,0
DP40-STD-20244,39,0
DP40-STD-20244,40,0
DP40-STD-20244,41,0
DP40-STD-20244,42,6
DP40-STD-20244,43,0
DP40-STD-20244,44,1
DP40-STD-20244,45,0
DP40-STD-20244,46,0
DP40-STD-20244,47,0
DP40-STD-20244,48,0
DP40-STD-20244,49,0
DP40-STD-20244,50,0
DP40-STD-20244,51,0
DP40-STD-20244,52,0
DP40-STD-20244,53,1
DP40-STD-20252,0,12
DP40-STD-20252,1,12
DP40-STD-20252,2,96
DP40-STD-20252,3,143
DP40-STD-20252,4,36
DP40-STD-20252,5,12
DP40-STD-20252,6,156
DP40-STD-20252,7,0
DP40-STD-20252,8,0
DP40-STD-20252,9,36
DP40-STD-20252,10,1452
DP40-STD-20252,11,204
DP40-STD-20252,12,92
DP40-STD-20252,13,24
DP40-STD-20252,14,12
DP40-STD-20252,15,12
DP40-STD-20252,16,348
DP40-STD-20252,17,132
DP40-STD-20252,18,48
DP40-STD-20252,19,120
DP40-STD-20252,20,12
DP40-STD-20252,21,36
DP40-STD-20252,22,96
DP40-STD-20252,23,0
DP40-STD-20252,24,96
DP40-STD-20252,25,84
DP40-STD-20252,26,48
DP40-STD-20252,27,72
DP40-STD-20252,28,84
DP40-STD-20252,29,239
DP40-STD-20252,30,12
DP40-STD-20252,31,1824
DP40-STD-20252,32,10
DP40-STD-20252,33,0
DP40-STD-20252,34,156
DP40-STD-20252,35,432
DP40-STD-20252,36,72
DP40-STD-20252,37,276
DP40-STD-20252,38,192
DP40-STD-20252,39,0
DP40-STD-20252,40,84
DP40-STD-20252,41,240
DP40-STD-20252,42,6
DP40-STD-20252,43,288
DP40-STD-20252,44,192
DP40-STD-20252,45,48
DP40-STD-20252,46,120
DP40-STD-20252,47,176
DP40-STD-20252,48,156
DP40-STD-20252,49,328
DP40-STD-20252,50,344
DP40-STD-20252,51,144
DP40-STD-20252,52,248
DP40-STD-20252,53,60
DP40-STD-24242,0,350
DP40-STD-24242,1,360
DP40-STD-24242,2,294
DP40-STD-24242,3,164
DP40-STD-24242,4,60
DP40-STD-24242,5,88
DP40-STD-24242,6,180
DP40-STD-24242,7,36
DP40-STD-24242,8,242
DP40-STD-24242,9,246
DP40-STD-24242,10,1872
DP40-STD-24242,11,312
DP40-STD-24242,12,176
DP40-STD-24242,13,0
DP40-STD-24242,14,84
DP40-STD-24242,15,36
DP40-STD-24242,16,96
DP40-STD-24242,17,204
DP40-STD-24242,18,294
DP40-STD-24242,19,264
DP40-STD-24242,20,264
DP40-STD-24242,21,36
DP40-STD-24242,22,194
DP40-STD-24242,23,36
DP40-STD-24242,24,48
DP40-STD-24242,25,90
DP40-STD-24242,26,224
DP40-STD-24242,27,347
DP40-STD-24242,28,226
DP40-STD-24242,29,339
DP40-STD-24242,30,24
DP40-STD-24242,31,1608
DP40-STD-24242,32,36
DP40-STD-24242,33,49
DP40-STD-24242,34,144
DP40-STD-24242,35,464
DP40-STD-24242,36,552
DP40-STD-24242,37,297
DP40-STD-24242,38,32
DP40-STD-24242,39,48
DP40-STD-24242,40,96
DP40-STD-24242,41,126
DP40-STD-24242,42,137
DP40-STD-24242,43,192
DP40-STD-24242,44,84
DP40-STD-24242,45,0
DP40-STD-24242,46,60
DP40-STD-24242,47,332
DP40-STD-24242,48,36
DP40-STD-24242,49,94
DP40-STD-24242,50,48
DP40-STD-24242,51,60
DP40-STD-24242,52,144
DP40-STD-24242,53,24
DP40-STD-24244,0,14
DP40-STD-24244,1,2
DP40-STD-24244,2,6
DP40-STD-24244,3,66
DP40-STD-24244,4,0
DP40-STD-24244,5,16
DP40-STD-24244,6,78
DP40-STD-24244,7,12
DP40-STD-24244,8,0
DP40-STD-24244,9,30
DP40-STD-24244,10,3844
DP40-STD-24244,11,1200
DP40-STD-24244,12,54
DP40-STD-24244,13,252
DP40-STD-24244,14,0
DP40-STD-24244,15,0
DP40-STD-24244,16,736
DP40-STD-24244,17,14
DP40-STD-24244,18,36
DP40-STD-24244,19,0
DP40-STD-24244,20,304
DP40-STD-24244,21,6
DP40-STD-24244,22,196
DP40-STD-24244,23,40
DP40-STD-24244,24,30
DP40-STD-24244,25,0
DP40-STD-24244,26,30
DP40-STD-24244,27,34
DP40-STD-24244,28,0
DP40-STD-24244,29,0
DP40-STD-24244,30,0
DP40-STD-24244,31,492
DP40-STD-24244,32,0
DP40-STD-24244,33,0
DP40-STD-24244,34,0
DP40-STD-24244,35,78
DP40-STD-24244,36,48
DP40-STD-24244,37,254
DP40-STD-24244,38,0
DP40-STD-24244,39,102
DP40-STD-24244,40,0
DP40-STD-24244,41,12
DP40-STD-24244,42,112
DP40-STD-24244,43,12
DP40-STD-24244,44,52
DP40-STD-24244,45,504
DP40-STD-24244,46,54
DP40-STD-24244,47,20
DP40-STD-24244,48,0
DP40-STD-24244,49,0
DP40-STD-24244,50,6
DP40-STD-24244,51,49
DP40-STD-24244,52,0
DP40-STD-24244,53,109
DPHT-STD-24242,0,0
DPHT-STD-24242,1,0
DPHT-STD-24242,2,14
DPHT-STD-24242,3,6
DPHT-STD-24242,4,0
DPHT-STD-24242,5,0
DPHT-STD-24242,6,0
DPHT-STD-24242,7,0
DPHT-STD-24242,8,48
DPHT-STD-24242,9,0
DPHT-STD-24242,10,0
DPHT-STD-24242,11,6
DPHT-STD-24242,12,0
DPHT-STD-24242,13,54
DPHT-STD-24242,14,0
DPHT-STD-24242,15,0
DPHT-STD-24242,16,0
DPHT-STD-24242,17,0
DPHT-STD-24242,18,52
DPHT-STD-24242,19,0
DPHT-STD-24242,20,0
DPHT-STD-24242,21,0
DPHT-STD-24242,22,0
DPHT-STD-24242,23,0
DPHT-STD-24242,24,0
DPHT-STD-24242,25,54
DPHT-STD-24242,26,12
DPHT-STD-24242,27,0
DPHT-STD-24242,28,38
DPHT-STD-24242,29,0
DPHT-STD-24242,30,58
DPHT-STD-24242,31,18
DPHT-STD-24242,32,0
DPHT-STD-24242,33,54
DPHT-STD-24242,34,0
DPHT-STD-24242,35,0
DPHT-STD-24242,36,0
DPHT-STD-24242,37,0
DPHT-STD-24242,38,0
DPHT-STD-24242,39,0
DPHT-STD-24242,40,54
DPHT-STD-24242,41,6
DPHT-STD-24242,42,48
DPHT-STD-24242,43,0
DPHT-STD-24242,44,6
DPHT-STD-24242,45,30
DPHT-STD-24242,46,0
DPHT-STD-24242,47,0
DPHT-STD-24242,48,0
DPHT-STD-24242,49,0
DPHT-STD-24242,50,0
DPHT-STD-24242,51,49
DPHT-STD-24242,52,0
DPHT-STD-24242,53,0
DW-1-06-20-3-D-N,0,0
DW-1-06-20-3-D-N,1,0
DW-1-06-20-3-D-N,2,0
DW-1-06-20-3-D-N,3,0
DW-1-06-20-3-D-N,4,180
DW-1-06-20-3-D-N,5,0
DW-1-06-20-3-D-N,6,0
DW-1-06-20-3-D-N,7,0
DW-1-06-20-3-D-N,8,0
DW-1-06-20-3-D-N,9,0
DW-1-06-20-3-D-N,10,0
DW-1-06-20-3-D-N,11,0
DW-1-06-20-3-D-N,12,0
DW-1-06-20-3-D-N,13,0
DW-1-06-20-3-D-N,14,0
DW-1-06-20-3-D-N,15,0
DW-1-06-20-3-D-N,16,150
DW-1-06-20-3-D-N,17,0
DW-1-06-20-3-D-N,18,0
DW-1-06-20-3-D-N,19,0
DW-1-06-20-3-D-N,20,165
DW-1-06-20-3-D-N,21,0
DW-1-06-20-3-D-N,22,0
DW-1-06-20-3-D-N,23,0
DW-1-06-20-3-D-N,24,0
DW-1-06-20-3-D-N,25,0
DW-1-06-20-3-D-N,26,0
DW-1-06-20-3-D-N,27,0
DW-1-06-20-3-D-N,28,0
DW-1-06-20-3-D-N,29,165
DW-1-06-20-3-D-N,30,0
DW-1-06-20-3-D-N,31,0
DW-1-06-20-3-D-N,32,0
DW-1-06-20-3-D-N,33,0
DW-1-06-20-3-D-N,34,0
DW-1-06-20-3-D-N,35,0
DW-1-06-20-3-D-N,36,165
DW-1-06-20-3-D-N,37,0
DW-1-06-20-3-D-N,38,0
DW-1-06-20-3-D-N,39,0
DW-1-06-20-3-D-N,40,0
DW-1-06-20-3-D-N,41,0
DW-1-06-20-3-D-N,42,165
DW-1-06-20-3-D-N,43,0
DW-1-06-20-3-D-N,44,165
DW-1-06-20-3-D-N,45,0
DW-1-06-20-3-D-N,46,0
DW-1-06-20-3-D-N,47,0
DW-1-06-20-3-D-N,48,0
DW-1-06-20-3-D-N,49,180
DW-1-06-20-3-D-N,50,0
DW-1-06-20-3-D-N,51,0
DW-1-06-20-3-D-N,52,0
DW-1-06-20-3-D-N,53,0
DW-1-15-30-1-D,0,0
DW-1-15-30-1-D,1,0
DW-1-15-30-1-D,2,0
DW-1-15-30-1-D,3,0
DW-1-15-30-1-D,4,0
DW-1-15-30-1-D,5,180
DW-1-15-30-1-D,6,0
DW-1-15-30-1-D,7,0
DW-1-15-30-1-D,8,0
DW-1-15-30-1-D,9,0
DW-1-15-30-1-D,10,0
DW-1-15-30-1-D,11,180
DW-1-15-30-1-D,12,0
DW-1-15-30-1-D,13,0
DW-1-15-30-1-D,14,0
DW-1-15-30-1-D,15,0
DW-1-15-30-1-D,16,0
DW-1-15-30-1-D,17,0
DW-1-15-30-1-D,18,0
DW-1-15-30-1-D,19,0
DW-1-15-30-1-D,20,0
DW-1-15-30-1-D,21,0
DW-1-15-30-1-D,22,0
DW-1-15-30-1-D,23,0
DW-1-15-30-1-D,24,0
DW-1-15-30-1-D,25,0
DW-1-15-30-1-D,26,0
DW-1-15-30-1-D,27,0
DW-1-15-30-1-D,28,0
DW-1-15-30-1-D,29,0
DW-1-15-30-1-D,30,0
DW-1-15-30-1-D,31,0
DW-1-15-30-1-D,32,0
DW-1-15-30-1-D,33,0
DW-1-15-30-1-D,34,255
DW-1-15-30-1-D,35,0
DW-1-15-30-1-D,36,0
DW-1-15-30-1-D,37,0
DW-1-15-30-1-D,38,165
DW-1-15-30-1-D,39,0
DW-1-15-30-1-D,40,0
DW-1-15-30-1-D,41,0
DW-1-15-30-1-D,42,345
DW-1-15-30-1-D,43,0
DW-1-15-30-1-D,44,0
DW-1-15-30-1-D,45,0
DW-1-15-30-1-D,46,0
DW-1-15-30-1-D,47,0
DW-1-15-30-1-D,48,0
DW-1-15-30-1-D,49,0
DW-1-15-30-1-D,50,0
DW-1-15-30-1-D,51,0
DW-1-15-30-1-D,52,0
DW-1-15-30-1-D,53,210
DW-10-01-20-1-D,0,0
DW-10-01-20-1-D,1,0
DW-10-01-20-1-D,2,0
DW-10-01-20-1-D,3,300
DW-10-01-20-1-D,4,0
DW-10-01-20-1-D,5,0
DW-10-01-20-1-D,6,0
DW-10-01-20-1-D,7,0
DW-10-01-20-1-D,8,0
DW-10-01-20-1-D,9,0
DW-10-01-20-1-D,10,0
DW-10-01-20-1-D,11,0
DW-10-01-20-1-D,12,0
DW-10-01-20-1-D,13,0
DW-10-01-20-1-D,14,0
DW-10-01-20-1-D,15,0
DW-10-01-20-1-D,16,0
DW-10-01-20-1-D,17,0
DW-10-01-20-1-D,18,0
DW-10-01-20-1-D,19,0
DW-10-01-20-1-D,20,0
DW-10-01-20-1-D,21,0
DW-10-01-20-1-D,22,0
DW-10-01-20-1-D,23,0
DW-10-01-20-1-D,24,0
DW-10-01-20-1-D,25,0
DW-10-01-20-1-D,26,0
DW-10-01-20-1-D,27,0
DW-10-01-20-1-D,28,300
DW-10-01-20-1-D,29,0
DW-10-01-20-1-D,30,0
DW-10-01-20-1-D,31,0
DW-10-01-20-1-D,32,0
DW-10-01-20-1-D,33,0
DW-10-01-20-1-D,34,0
DW-10-01-20-1-D,35,0
DW-10-01-20-1-D,36,0
DW-10-01-20-1-D,37,0
DW-10-01-20-1-D,38,0
DW-10-01-20-1-D,39,0
DW-10-01-20-1-D,40,0
DW-10-01-20-1-D,41,0
DW-10-01-20-1-D,42,0
DW-10-01-20-1-D,43,0
DW-10-01-20-1-D,44,0
DW-10-01-20-1-D,45,0
DW-10-01-20-1-D,46,0
DW-10-01-20-1-D,47,0
DW-10-01-20-1-D,48,0
DW-10-01-20-1-D,49,0
DW-10-01-20-1-D,50,0
DW-10-01-20-1-D,51,0
DW-10-01-20-1-D,52,0
DW-10-01-20-1-D,53,0
DW-10-05-30-4-D,0,0
DW-10-05-30-4-D,1,0
DW-10-05-30-4-D,2,60
DW-10-05-30-4-D,3,60
DW-10-05-30-4-D,4,0
DW-10-05-30-4-D,5,0
DW-10-05-30-4-D,6,60
DW-10-05-30-4-D,7,0
DW-10-05-30-4-D,8,0
DW-10-05-30-4-D,9,60
DW-10-05-30-4-D,10,0
DW-10-05-30-4-D,11,0
DW-10-05-30-4-D,12,0
DW-10-05-30-4-D,13,0
DW-10-05-30-4-D,14,0
DW-10-05-30-4-D,15,0
DW-10-05-30-4-D,16,0
DW-10-05-30-4-D,17,60
DW-10-05-30-4-D,18,0
DW-10-05-30-4-D,19,0
DW-10-05-30-4-D,20,0
DW-10-05-30-4-D,21,0
DW-10-05-30-4-D,22,120
DW-10-05-30-4-D,23,0
DW-10-05-30-4-D,24,0
DW-10-05-30-4-D,25,0
DW-10-05-30-4-D,26,60
DW-10-05-30-4-D,27,0
DW-10-05-30-4-D,28,0
DW-10-05-30-4-D,29,0
DW-10-05-30-4-D,30,0
DW-10-05-30-4-D,31,0
DW-10-05-30-4-D,32,60
DW-10-05-30-4-D,33,0
DW-10-05-30-4-D,34,0
DW-10-05-30-4-D,35,0
DW-10-05-30-4-D,36,120
DW-10-05-30-4-D,37,0
DW-10-05-30-4-D,38,0
DW-10-05-30-4-D,39,60
DW-10-05-30-4-D,40,0
DW-10-05-30-4-D,41,0
DW-10-05-30-4-D,42,0
DW-10-05-30-4-D,43,0
DW-10-05-30-4-D,44,0
DW-10-05-30-4-D,45,0
DW-10-05-30-4-D,46,0
DW-10-05-30-4-D,47,0
DW-10-05-30-4-D,48,0
DW-10-05-30-4-D,49,0
DW-10-05-30-4-D,50,60
DW-10-05-30-4-D,51,60
DW-10-05-30-4-D,52,0
DW-10-05-30-4-D,53,0
DW-100-03-30-1-D,0,0
DW-100-03-30-1-D,1,0
DW-100-03-30-1-D,2,0
DW-100-03-30-1-D,3,0
DW-100-03-30-1-D,4,0
DW-100-03-30-1-D,5,0
DW-100-03-30-1-D,6,0
DW-100-03-30-1-D,7,0
DW-100-03-30-1-D,8,0
DW-100-03-30-1-D,9,0
DW-100-03-30-1-D,10,60
DW-100-03-30-1-D,11,0
DW-100-03-30-1-D,12,0
DW-100-03-30-1-D,13,0
DW-100-03-30-1-D,14,0
DW-100-03-30-1-D,15,0
DW-100-03-30-1-D,16,45
DW-100-03-30-1-D,17,0
DW-100-03-30-1-D,18,0
DW-100-03-30-1-D,19,0
DW-100-03-30-1-D,20,60
DW-100-03-30-1-D,21,0
DW-100-03-30-1-D,22,0
DW-100-03-30-1-D,23,0
DW-100-03-30-1-D,24,0
DW-100-03-30-1-D,25,0
DW-100-03-30-1-D,26,90
DW-100-03-30-1-D,27,0
DW-100-03-30-1-D,28,0
DW-100-03-30-1-D,29,0
DW-100-03-30-1-D,30,65
DW-100-03-30-1-D,31,0
DW-100-03-30-1-D,32,0
DW-100-03-30-1-D,33,0
DW-100-03-30-1-D,34,0
DW-100-03-30-1-D,35,0
DW-100-03-30-1-D,36,0
DW-100-03-30-1-D,37,0
DW-100-03-30-1-D,38,45
DW-100-03-30-1-D,39,0
DW-100-03-30-1-D,40,0
DW-100-03-30-1-D,41,0
DW-100-03-30-1-D,42,0
DW-100-03-30-1-D,43,0
DW-100-03-30-1-D,44,0
DW-100-03-30-1-D,45,80
DW-100-03-30-1-D,46,0
DW-100-03-30-1-D,47,0
DW-100-03-30-1-D,48,0
DW-100-03-30-1-D,49,0
DW-100-03-30-1-D,50,0
DW-100-03-30-1-D,51,80
DW-100-03-30-1-D,52,0
DW-100-03-30-1-D,53,0
DW-20-03-10-1-D,0,0
DW-20-03-10-1-D,1,0
DW-20-03-10-1-D,2,0
DW-20-03-10-1-D,3,0
DW-20-03-10-1-D,4,0
DW-20-03-10-1-D,5,0
DW-20-03-10-1-D,6,120
DW-20-03-10-1-D,7,0
DW-20-03-10-1-D,8,0
DW-20-03-10-1-D,9,0
DW-20-03-10-1-D,10,0
DW-20-03-10-1-D,11,0
DW-20-03-10-1-D,12,0
DW-20-03-10-1-D,13,0
DW-20-03-10-1-D,14,0
DW-20-03-10-1-D,15,90
DW-20-03-10-1-D,16,0
DW-20-03-10-1-D,17,0
DW-20-03-10-1-D,18,0
DW-20-03-10-1-D,19,0
DW-20-03-10-1-D,20,0
DW-20-03-10-1-D,21,90
DW-20-03-10-1-D,22,0
DW-20-03-10-1-D,23,0
DW-20-03-10-1-D,24,0
DW-20-03-10-1-D,25,0
DW-20-03-10-1-D,26,0
DW-20-03-10-1-D,27,90
DW-20-03-10-1-D,28,0
DW-20-03-10-1-D,29,0
DW-20-03-10-1-D,30,0
DW-20-03-10-1-D,31,0
DW-20-03-10-1-D,32,0
DW-20-03-10-1-D,33,0
DW-20-03-10-1-D,34,0
DW-20-03-10-1-D,35,0
DW-20-03-10-1-D,36,90
DW-20-03-10-1-D,37,0
DW-20-03-10-1-D,38,0
DW-20-03-10-1-D,39,0
DW-20-03-10-1-D,40,0
DW-20-03-10-1-D,41,0
DW-20-03-10-1-D,42,90
DW-20-03-10-1-D,43,0
DW-20-03-10-1-D,44,0
DW-20-03-10-1-D,45,0
DW-20-03-10-1-D,46,0
DW-20-03-10-1-D,47,0
DW-20-03-10-1-D,48,0
DW-20-03-10-1-D,49,0
DW-20-03-10-1-D,50,0
DW-20-03-10-1-D,51,120
DW-20-03-10-1-D,52,0
DW-20-03-10-1-D,53,0
DW-5-05-10-1-D,0,0
DW-5-05-10-1-D,1,0
DW-5-05-10-1-D,2,0
DW-5-05-10-1-D,3,0
DW-5-05-10-1-D,4,0
DW-5-05-10-1-D,5,0
DW-5-05-10-1-D,6,0
DW-5-05-10-1-D,7,0
DW-5-05-10-1-D,8,0
DW-5-05-10-1-D,9,0
DW-5-05-10-1-D,10,0
DW-5-05-10-1-D,11,60
DW-5-05-10-1-D,12,0
DW-5-05-10-1-D,13,0
DW-5-05-10-1-D,14,0
DW-5-05-10-1-D,15,0
DW-5-05-10-1-D,16,120
DW-5-05-10-1-D,17,0
DW-5-05-10-1-D,18,0
DW-5-05-10-1-D,19,0
DW-5-05-10-1-D,20,0
DW-5-05-10-1-D,21,0
DW-5-05-10-1-D,22,0
DW-5-05-10-1-D,23,0
DW-5-05-10-1-D,24,0
DW-5-05-10-1-D,25,0
DW-5-05-10-1-D,26,60
DW-5-05-10-1-D,27,0
DW-5-05-10-1-D,28,0
DW-5-05-10-1-D,29,90
DW-5-05-10-1-D,30,0
DW-5-05-10-1-D,31,0
DW-5-05-10-1-D,32,60
DW-5-05-10-1-D,33,0
DW-5-05-10-1-D,34,0
DW-5-05-10-1-D,35,0
DW-5-05-10-1-D,36,90
DW-5-05-10-1-D,37,0
DW-5-05-10-1-D,38,0
DW-5-05-10-1-D,39,0
DW-5-05-10-1-D,40,0
DW-5-05-10-1-D,41,0
DW-5-05-10-1-D,42,0
DW-5-05-10-1-D,43,0
DW-5-05-10-1-D,44,0
DW-5-05-10-1-D,45,0
DW-5-05-10-1-D,46,0
DW-5-05-10-1-D,47,0
DW-5-05-10-1-D,48,0
DW-5-05-10-1-D,49,180
DW-5-05-10-1-D,50,0
DW-5-05-10-1-D,51,0
DW-5-05-10-1-D,52,0
DW-5-05-10-1-D,53,0
DW-50-01-20-1-D,0,0
DW-50-01-20-1-D,1,0
DW-50-01-20-1-D,2,0
DW-50-01-20-1-D,3,0
DW-50-01-20-1-D,4,180
DW-50-01-20-1-D,5,0
DW-50-01-20-1-D,6,0
DW-50-01-20-1-D,7,0
DW-50-01-20-1-D,8,0
DW-50-01-20-1-D,9,0
DW-50-01-20-1-D,10,0
DW-50-01-20-1-D,11,180
DW-50-01-20-1-D,12,0
DW-50-01-20-1-D,13,0
DW-50-01-20-1-D,14,0
DW-50-01-20-1-D,15,0
DW-50-01-20-1-D,16,0
DW-50-01-20-1-D,17,0
DW-50-01-20-1-D,18,0
DW-50-01-20-1-D,19,0
DW-50-01-20-1-D,20,0
DW-50-01-20-1-D,21,180
DW-50-01-20-1-D,22,0
DW-50-01-20-1-D,23,0
DW-50-01-20-1-D,24,0
DW-50-01-20-1-D,25,0
DW-50-01-20-1-D,26,0
DW-50-01-20-1-D,27,0
DW-50-01-20-1-D,28,0
DW-50-01-20-1-D,29,0
DW-50-01-20-1-D,30,0
DW-50-01-20-1-D,31,0
DW-50-01-20-1-D,32,0
DW-50-01-20-1-D,33,0
DW-50-01-20-1-D,34,0
DW-50-01-20-1-D,35,0
DW-50-01-20-1-D,36,0
DW-50-01-20-1-D,37,0
DW-50-01-20-1-D,38,0
DW-50-01-20-1-D,39,0
DW-50-01-20-1-D,40,0
DW-50-01-20-1-D,41,0
DW-50-01-20-1-D,42,0
DW-50-01-20-1-D,43,0
DW-50-01-20-1-D,44,210
DW-50-01-20-1-D,45,0
DW-50-01-20-1-D,46,0
DW-50-01-20-1-D,47,0
DW-50-01-20-1-D,48,0
DW-50-01-20-1-D,49,0
DW-50-01-20-1-D,50,0
DW-50-01-20-1-D,51,180
DW-50-01-20-1-D,52,0
DW-50-01-20-1-D,53,0
F312-STD-10101,0,0
F312-STD-10101,1,0
F312-STD-10101,2,0
F312-STD-10101,3,0
F312-STD-10101,4,0
F312-STD-10101,5,0
F312-STD-10101,6,0
F312-STD-10101,7,0
F312-STD-10101,8,0
F312-STD-10101,9,0
F312-STD-10101,10,0
F312-STD-10101,11,0
F312-STD-10101,12,0
F312-STD-10101,13,0
F312-STD-10101,14,0
F312-STD-10101,15,0
F312-STD-10101,16,0
F312-STD-10101,17,0
F312-STD-10101,18,0
F312-STD-10101,19,0
F312-STD-10101,20,0
F312-STD-10101,21,0
F312-STD-10101,22,0
F312-STD-10101,23,0
F312-STD-10101,24,48
F312-STD-10101,25,72
F312-STD-10101,26,0
F312-STD-10101,27,0
F312-STD-10101,28,0
F312-STD-10101,29,288
F312-STD-10101,30,0
F312-STD-10101,31,0
F312-STD-10101,32,0
F312-STD-10101,33,0
F312-STD-10101,34,0
F312-STD-10101,35,0
F312-STD-10101,36,0
F312-STD-10101,37,12
F312-STD-10101,38,0
F312-STD-10101,39,0
F312-STD-10101,40,0
F312-STD-10101,41,48
F312-STD-10101,42,0
F312-STD-10101,43,180
F312-STD-10101,44,0
F312-STD-10101,45,96
F312-STD-10101,46,0
F312-STD-10101,47,60
F312-STD-10101,48,36
F312-STD-10101,49,132
F312-STD-10101,50,48
F312-STD-10101,51,36
F312-STD-10101,52,144
F312-STD-10101,53,36
F312-STD-10201,0,0
F312-STD-10201,1,0
F312-STD-10201,2,0
F312-STD-10201,3,0
F312-STD-10201,4,0
F312-STD-10201,5,0
F312-STD-10201,6,0
F312-STD-10201,7,0
F312-STD-10201,8,0
F312-STD-10201,9,0
F312-STD-10201,10,0
F312-STD-10201,11,0
F312-STD-10201,12,0
F312-STD-10201,13,0
F312-STD-10201,14,0
F312-STD-10201,15,0
F312-STD-10201,16,0
F312-STD-10201,17,0
F312-STD-10201,18,0
F312-STD-10201,19,0
F312-STD-10201,20,0
F312-STD-10201,21,0
F312-STD-10201,22,0
F312-STD-10201,23,0
F312-STD-10201,24,0
F312-STD-10201,25,0
F312-STD-10201,26,0
F312-STD-10201,27,0
F312-STD-10201,28,96
F312-STD-10201,29,72
F312-STD-10201,30,12
F312-STD-10201,31,60
F312-STD-10201,32,0
F312-STD-10201,33,0
F312-STD-10201,34,0
F312-STD-10201,35,37
F312-STD-10201,36,0
F312-STD-10201,37,0
F312-STD-10201,38,96
F312-STD-10201,39,0
F312-STD-10201,40,60
F312-STD-10201,41,24
F312-STD-10201,42,0
F312-STD-10201,43,132
F312-STD-10201,44,0
F312-STD-10201,45,84
F312-STD-10201,46,0
F312-STD-10201,47,24
F312-STD-10201,48,0
F312-STD-10201,49,0
F312-STD-10201,50,48
